Tau	D1	D2	D3	D4	D5	Tau_info	gene	names
7SK	0.690642679856889	37.2668330611555	77.8499979878952	25.3919398915495	15.4348357918821	18.2402582581402	MAX_ D2	7SK	eTurF
ABCC12	0.876216804290013	0.22220912918523	0.506767750162575	0.17177315173069	0.917668573821534	3.67258777427353	MAX_ D5	ABCC12	eTurF
ACP5	0.722908791109358	5.08580244834409	2.74816764072863	1.90915005073466	1.84121475585999	10.4517344144968	MAX_ D5	ACP5	eTurF
ACTA1	0.550061540014531	20.3814442335966	33.6694250867353	13.2005196679101	12.3027610859591	14.7119521010214	MAX_ D2	ACTA1	eTurF
ACTN2	0.609055616176248	4.58451442868699	9.43403874300282	2.33024330783604	3.32858430020592	4.50939581668161	MAX_ D2	ACTN2	eTurF
ADAM22	0.64262586443122	13.4214273454637	4.25328667133785	3.68808274317567	4.44551651412735	6.79899805409623	MAX_ D1	ADAM22	eTurF
ADAM28	0.529647893956188	4.2511910035038	2.52058048164606	3.85598144737881	4.01539462470883	7.78307749082	MAX_ D5	ADAM28	eTurF
ADAP1	0.715770014590552	2.34654730387202	1.29493365189693	1.86451227051788	3.56511660474544	7.97867070390626	MAX_ D5	ADAP1	eTurF
ADGRB1	0.611017654256423	7.80510872408668	4.38399669329262	4.7981314127191	2.03170614532664	0.930363749777225	MAX_ D1	ADGRB1	eTurF
ADGRB2	0.524416620906449	23.1849627333502	15.0018656658022	11.5530062844521	9.04088654947743	8.50977318380725	MAX_ D1	ADGRB2	eTurF
AK5	0.601801624855915	5.34171218223175	1.37910937389909	2.45498575874755	2.16508671065583	2.50906260250571	MAX_ D1	AK5	eTurF
ALX1	0.771878782003758	14.06229852105	5.86331083747438	3.18945219248672	2.49613451704873	1.28273711878489	MAX_ D1	ALX1	eTurF
ALX4	0.639244968664567	8.6066745603474	2.86063527820375	4.29536004851946	2.12280702895562	3.14080224716916	MAX_ D1	ALX4	eTurF
AMIGO2	0.638664018879293	2.51401683577735	2.40592578193395	2.02721702567461	5.56937417092847	8.65989997418298	MAX_ D5	AMIGO2	eTurF
ANGPT1	0.512834762010504	2.74173320231788	5.64645099401111	8.99316206607299	11.3658342744219	14.7522741233867	MAX_ D5	ANGPT1	eTurF
ANGPT2	0.51011934519099	13.281025597749	17.4892510307497	18.0366001384719	22.8548680722253	36.5710220110318	MAX_ D5	ANGPT2	eTurF
ANOS1	0.523039663124891	8.00435266569443	2.57921951862933	12.7845902942971	17.3031385155077	9.64348062279208	MAX_ D4	ANOS1	eTurF
AQP5	0.50645650309392	5.60233510191467	7.10859145589413	5.60412573624841	0.883132737865981	1.94400276484562	MAX_ D2	AQP5	eTurF
ARHGAP15	0.582773021868151	0.715121298717389	2.21472779893266	3.65409950328517	6.16516337371724	3.70514133548558	MAX_ D4	ARHGAP15	eTurF
ASPN	0.687973448371531	13.2304483227701	5.7708890991466	3.44980315357583	9.04340823744249	25.2338692401053	MAX_ D5	ASPN	eTurF
ASTN2	0.600858114577188	13.4377655195568	4.46353564907019	5.64323457951821	5.03252972379824	6.31500030899559	MAX_ D1	ASTN2	eTurF
B3GAT2	0.58797668305658	2.08954044274142	4.36617313653435	5.55752935430141	11.763517675741	7.37413135314826	MAX_ D4	B3GAT2	eTurF
BATF3	0.502701598563208	6.0659287698667	11.6198107458418	15.4816889155539	4.22611414375616	8.88422293752197	MAX_ D3	BATF3	eTurF
BHLHE41	0.6097314180263	31.0219986819197	15.0086735777683	14.5927849660995	10.5271615533222	8.29902564514121	MAX_ D1	BHLHE41	eTurF
BMF	0.509914298522602	17.3435403579598	7.63599406647131	8.09417367358399	6.63167382280749	11.6374430068664	MAX_ D1	BMF	eTurF
C11orf87	0.631096778069418	7.65019563211858	8.8235942664867	14.7742550538474	31.6520815393172	42.6264415383759	MAX_ D5	C11orf87	eTurF
C17orf67	0.667125839944035	0.159564147748901	1.21747136175284	3.32187774778349	3.9954384270519	0.620999584555673	MAX_ D4	C17orf67	eTurF
C1QA	0.531701672181476	4.71142745103548	1.67580166676907	2.73599477657615	2.19437782814443	2.21924011634317	MAX_ D1	C1QA	eTurF
C7	0.857856210750467	1.17721185358827	0.145326660773046	0.492818280832439	1.91731856085706	6.56496385765073	MAX_ D5	C7	eTurF
CA13	0.616262934962556	13.8325687389639	8.31546860722971	13.153509166813	18.4685914615389	35.0305866135832	MAX_ D5	CA13	eTurF
CACNA2D3	0.505669734090398	8.80178611356092	7.32823162728046	9.48332535297424	17.3792729283199	21.7428604857049	MAX_ D5	CACNA2D3	eTurF
CALB1	0.711372538849051	0.568661686942253	1.03456229219742	3.14603027623583	1.11161349173376	0.917285454462429	MAX_ D3	CALB1	eTurF
CALB2	0.671187574145149	5.30390496813071	0.625019275326209	1.48926068967354	1.73484666557869	3.12683280572019	MAX_ D1	CALB2	eTurF
CALCB	0.53807746588424	17.9104862729514	12.7449002803655	9.90394615785365	7.6592839151881	2.78489847238174	MAX_ D1	CALCB	eTurF
CALML3	0.502800962840171	37.7862323487419	13.7981031174526	19.3101844848998	17.158673569667	24.8821521947489	MAX_ D1	CALML3	eTurF
CAMK1G	0.533224148841886	5.37511039421825	3.3180766346401	3.16394792290374	1.81681311433699	1.73704924543937	MAX_ D1	CAMK1G	eTurF
