Tau	D1	D2	D3	D4	Tau_info	gene	names
ACAN	0.561275372210743	2.84600102680424	4.71876698013255	9.67514757287917	5.16940854621585	MAX_ D3	ACAN	lChiH
ACTC1	0.594881602954333	162.443608313433	120.232388557644	36.3229763904726	40.8713176826398	MAX_ D1	ACTC1	lChiH
ACTN2	0.589367065972797	25.5285847260032	19.7065071975328	3.32768461625993	8.41444112900944	MAX_ D1	ACTN2	lChiH
ADAMTSL1	0.516717691356138	14.7231891363318	11.5814621514336	4.48889222358922	5.27601613419717	MAX_ D1	ADAMTSL1	lChiH
ADCYAP1	0.500731971571025	29.8824326885799	32.9190130378181	11.8625604823704	7.56123904070724	MAX_ D2	ADCYAP1	lChiH
ADGRB1	0.511337040239556	3.28363574505707	2.25823338316951	1.23397189281383	1.321568209881	MAX_ D1	ADGRB1	lChiH
ANKRD1	0.59754118193157	3.89537093147314	2.48662229539351	1.07389707550979	1.1426597721531	MAX_ D1	ANKRD1	lChiH
APCDD1L	0.512351721002116	53.4963443536273	43.3240561138732	19.5238312321165	15.4143134241839	MAX_ D1	APCDD1L	lChiH
APOA1	0.519567240599267	8.68185220592335	13.415130539935	20.2057071553838	7.02546818705418	MAX_ D3	APOA1	lChiH
AQP1	0.593569189768412	43.9360563339317	39.4647725429439	56.8910400042071	115.060067092472	MAX_ D4	AQP1	lChiH
AQP3	0.758762839987683	1.20040625628725	1.60673482080853	6.33296179697104	1.77609607800759	MAX_ D3	AQP3	lChiH
ASIC5	0.544704353153822	3.75180674490496	1.9917702154607	1.33732144067331	1.79545218015606	MAX_ D1	ASIC5	lChiH
AvBD5	0.590783203480847	1.43973085566347	1.69847312324635	2.22787529920307	4.37101582319967	MAX_ D4	AvBD5	lChiH
AVPR2	0.661307479608787	1.27931851248826	4.63723765733925	11.4774780508179	5.74545173647152	MAX_ D3	AVPR2	lChiH
BARX1	0.843816098840111	6.14698023823965	4.95848689652772	30.3786642210401	3.12850773543774	MAX_ D3	BARX1	lChiH
BLEC2	0.568747262655485	3.13530240444481	2.37990992182173	0.984877276942029	0.691536034195229	MAX_ D1	BLEC2	lChiH
BMPER	0.575475255251968	6.57506526462442	14.1515762634028	31.0685186732175	18.8414233503142	MAX_ D3	BMPER	lChiH
BRINP2	0.531122688428599	24.1550348502157	14.8321651507476	5.58592492529554	13.5591533284048	MAX_ D1	BRINP2	lChiH
C2H8ORF22	0.551224968485697	4.71401315423261	7.75999613380707	12.7590651796847	18.7421853533015	MAX_ D4	C2H8ORF22	lChiH
CA3A	0.737580160466465	6.13258268513031	2.85912476595783	0.310597961393755	1.6582113651225	MAX_ D1	CA3A	lChiH
CACNG1	0.597943184643933	12.1412971517515	9.96425094476534	2.6895945317895	1.99062832481983	MAX_ D1	CACNG1	lChiH
